Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Wild Birds Unlimited,275953 US-101,,Sequim,WA,98382,,360-797-7100,E,,Public - Credit card at all times,9am-5pm daily,,,,,,2,,,Non-Networked,,GPS,48.049829,-122.92153,2025-08-12,320158,2026-02-02 23:16:24 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,Finn River Cidery,92 Center Rd,,Chimacum,WA,98325,,360-339-8478,E,,Public - Credit card at all times,12pm-9pm daily,,,,,,2,,,Non-Networked,,GPS,48.010013,-122.76919,2023-12-13,320159,2025-11-04 20:14:19 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,Huber's Inn,1421 Landes St,,Port Townsend,WA,98368,,360-385-3904,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.110439,-122.782824,2023-12-13,320160,2025-07-09 16:48:44 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Food Co-Op,414 Kearney St,,Port Townsend,WA,98368,,360-385-2883,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,48.110637,-122.770968,2024-10-11,320161,2025-06-09 19:21:51 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COOP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Lost Mountain Lodge,303 Sunny View Dr,,Sequim,WA,98385,,360-683-2431,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.0619280325713,-123.167882081794,2023-12-13,320162,2025-07-09 16:50:56 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Domaine Madeleine Bed & Breakfast,146 Wildflower Ln,,Port Angeles,WA,98362,,360-457-4174,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,3,,,Non-Networked,,GPS,48.115196464776,-123.270377775693,2023-12-13,320163,2025-06-30 20:27:18 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ruddell Chevrolet,110 S Golf Course Rd,,Port Angeles,WA,98362,,360-452-6822,E,,Public - Credit card at all times,9am-6pm M-Sat; dealership use only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.105604,-123.402787,2025-07-03,320164,2026-02-02 23:16:24 UTC,P,,,2023-11-16,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,PIKE PLACE STALL 887 & 886,1901 Western Ave,887,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.609463,-122.342843,2026-02-24,320245,2026-02-24 03:07:41 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 206 & 207,1531 Western Ave,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608994,-122.342068,2026-02-24,320246,2026-02-24 03:07:47 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 208 & 209,1530 Alaskan Way,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608951,-122.342068,2026-02-24,320247,2026-02-24 03:07:47 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIKE PLACE STALL 210 & 211,1530 Alaksan Way,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.608929,-122.342047,2026-02-24,320248,2026-02-24 03:07:47 UTC,,,,2023-11-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT WATERFRONT 2,56 Seneca St,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,47.605721,-122.339005,2026-02-24,320377,2026-02-24 03:41:08 UTC,,,,2023-11-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DOCK STREET NEW DOCK STREET,1293 SE Dock St,,Oak Harbor,WA,98277,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.288001,-122.64851,2026-02-24,320513,2026-02-24 03:07:03 UTC,,,,2023-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Flying J 1195,1307 North Dolarway Rd.,,Ellensburg,WA,98926,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com,GPS,47.00615,-120.586792,2026-02-23,320574,2026-02-24 00:00:26 UTC,,,,2023-11-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ramayana Apartments,119 Harvard Avenue East,,Seattle,WA,98102,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.61945391175123,-122.32254786164083,2026-02-24,320707,2026-02-24 00:29:44 UTC,,,,2023-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lighthouse Apartments,2433 S Plum St,,Seattle,WA,98144,,206-602-2721,E,,Public,24 hours daily; for residents only,A D M V,,,,,12,,,TURNONGREEN,https://turnongreen.com,200-8,47.58535,-122.30052,2025-12-12,320962,2026-02-02 23:16:24 UTC,P,,,2023-08-22,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Portland - Page One Automotive,5900 NE 152nd Ave,,Vancouver,WA,98682,,218-939-2320,E,,Public,24 hours daily,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,45.66531,-122.51758,2025-12-12,320991,2026-02-02 23:16:24 UTC,P,,,2023-04-23,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false,
ELEC,Seattle - Page One Automotive,420 S 96th St,,Seattle,WA,98108,,218-939-2318,E,,Public,24 hours daily,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,47.51799,-122.32796,2025-12-12,320993,2026-02-02 23:16:24 UTC,P,,,2023-04-23,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,HD,false,
ELEC,The Waverly,210 8th Avenue North,,Seattle,WA,98109,,888-998-2546,E,,Public,24 hours daily,,,,,,9,,,Blink Network,https://blinkcharging.com,GPS,47.6202877,-122.3407099,2026-02-24,321005,2026-02-24 00:36:22 UTC,,,,2020-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mariblu Southcenter (Open),411 Baker Boulevard,,Tukwila,WA,98188,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,47.45779,-122.25055,2026-02-24,321008,2026-02-24 00:10:20 UTC,,,,2019-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,K BUILDING K BUILDING,1441 NE 136th Ave,"Northeast of building K, near garage 40.",Vancouver,WA,98684,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.632778,-122.533237,2026-02-24,321031,2026-02-24 03:03:33 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CPU OPS 3,NE 117th Ave & 87th St,,Five Corners,WA,98662,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.685084,-122.55316,2026-02-24,321033,2026-02-24 03:04:46 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT WEST SEATTLE 4,4840 California Ave SW,Overhead on Pole,Seattle,WA,98116,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.557984,-122.386589,2026-02-24,321060,2026-02-24 03:46:16 UTC,,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HYSHOP SHOP STATION1,7601 S Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.188135,-122.482901,2026-02-24,321389,2026-02-24 03:09:30 UTC,,,,2023-12-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HYSHOP SHOWRM STATION,7601 South Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.188115,-122.482895,2026-02-24,321489,2026-02-24 03:09:31 UTC,,,,2023-12-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Liberty Lake STA,E Mission Ave,,Liberty Lake,WA,99019,,866-816-7584,E,,Public,24 hours daily,,,,,,,2,,EV Connect,https://www.evconnect.com,GPS,47.670584,-117.103222,2026-02-24,321517,2026-02-24 04:45:26 UTC,,,,2023-12-06,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT S LAKE UNION 1,317 Pontius Avenue North,"Curbside on residential street, public",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.621309,-122.331808,2026-02-24,322351,2026-02-24 03:43:27 UTC,,,,2023-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,IQ CHARGING IQ SALMON CREEK,14101 Northeast 10th Avenue,,Vancouver,WA,98685,,888-758-4389,E,,Public,"Mon: 12:00am-9:30am, 5:30pm-12:00am; Tue: 12:00am-9:30am, 5:30pm-12:00am; Wed: 12:00am-9:30am, 5:30pm-12:00am; Thu: 12:00am-9:30am, 5:30pm-12:00am; Fri: 12:00am-9:30am, 5:30pm-12:00am; Sat: 12:00am-9:30am, 2:00pm-12:00am; Sun: 12:00am-12:00am",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.723483,-122.660697,2026-02-24,322400,2026-02-24 03:09:07 UTC,,,,2023-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fred Meyer - Tesla Supercharger,12221 120th Ave NE,,Kirkland,WA,98034,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.709207,-122.183452,2024-07-01,322833,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Seattle Premium Outlets - Tesla Supercharger,10600 Quil Ceda Blvd,,Tulalip,WA,98271,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,48.095561,-122.188333,2024-07-01,322835,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Station 88 - End of Trail - Tesla Supercharger,19615 Elderberry St SW,,Rochester,WA,98579,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,46.804114,-123.012262,2024-07-01,322836,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Clearwater Casino - Tesla Supercharger,15347 Suquamish Way NE,,Suquamish,WA,98392,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.713574,-122.569571,2024-07-01,322840,2025-02-12 00:16:32 UTC,P,,,2023-12-14,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,CPU ARNADA,212 E 20th St,Employee Parking Lot,Vancouver,WA,98663,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.636784,-122.66932,2026-02-24,323045,2026-02-24 03:04:49 UTC,,,,2023-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SM STATE FARM SM STATE FARM,611 E Front St,Rear Parking Lot - back wall of building,Port Angeles,WA,98362,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.116189,-123.422801,2026-02-24,323070,2026-02-24 03:10:35 UTC,,,,2023-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 L2 5,172 US-12,Gas Station,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.545833,-122.868675,2026-02-24,323341,2026-02-24 03:10:42 UTC,,,,2023-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 L2 6,172 US-12,Gas Station,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.545803,-122.868665,2026-02-24,323343,2026-02-24 03:10:42 UTC,,,,2023-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC VANCOUVER DC3,4301 NE Fourth Plain Blvd,AAA parking lot,Vancouver,WA,98661,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,45.639166,-122.62342,2026-02-24,323901,2026-02-24 02:08:22 UTC,,,,2024-01-05,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT STEVENS 3,531 20th Ave E,Above on pole,Seattle,WA,98112,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.62408,-122.306157,2026-02-24,323986,2026-02-24 03:46:01 UTC,,,,2024-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT WALLINGFORD 4,4225 Stone Way N,,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.658753,-122.342483,2026-02-24,323987,2026-02-24 03:46:01 UTC,,,,2024-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY LIGHT CAPITOL HILL 1,118 Bellevue Avenue East,"Curbside on residential street, public",Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.619306,-122.326489,2026-02-24,323988,2026-02-24 03:43:28 UTC,,,,2024-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Park Place Shopping Center - Tesla Supercharger,17501 Southcenter Pkwy,,Tukwila,WA,98188,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,47.447383,-122.263624,2024-07-01,324019,2025-02-12 00:16:32 UTC,P,,,2024-01-04,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,RMR Union East Parking Garage,401 Elliott Avenue West,,Seattle,WA,98119,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,https://blinkcharging.com,GPS,47.622530204517574,-122.36378268862852,2026-02-24,325467,2026-02-24 01:03:17 UTC,,,,2024-01-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE SUMMIT P1,10885 NE 4th St,Parking Level 1 - 108th Ave Entrance,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.612553,-122.194193,2026-02-24,325566,2026-02-24 03:11:19 UTC,,,,2024-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Tacoma Mall - Tesla Supercharger,4502 S Steele St,,Tacoma,WA,98409,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,47.214392,-122.466683,2024-07-01,326167,2025-02-12 00:16:32 UTC,P,,,2024-01-18,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Single Hill Brewing,102 North Naches Avenue,,Yakima,WA,98901,,888-493-3638,E,,Public,,,,,,,4,,,ZEFNET,https://www.zefenergy.com,GPS,46.60505,-120.50123,2026-02-24,326172,2026-02-24 05:36:57 UTC,,,,2024-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 DCFC 2,172 US-12,Gas Station,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.545819,-122.868673,2026-02-24,326217,2026-02-24 03:10:41 UTC,,,,2024-01-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 DCFC 1,172 US-12,Gas Station,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.545813,-122.868669,2026-02-24,326218,2026-02-24 03:10:41 UTC,,,,2024-01-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 DCFC 3,172 US-12,Gas Station,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.546515,-122.870491,2026-02-24,326220,2026-02-24 03:11:53 UTC,,,,2024-01-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Purpose Driven Girl - Public,7100 Fort Dent Way,,Tukwila,WA,98188,,855-885-9571,E,,Public,24 hours daily,,,,,,1,,,OpConnect,https://opconnect-ev.com,GPS,47.46837,-122.24634,2026-02-24,326267,2026-02-24 04:37:57 UTC,,,,2024-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOLACE STATION 2,10423 Rainier Ridge Blvd E,In front of leasing office,Puyallup,WA,98374,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.087995,-122.288846,2026-02-24,326351,2026-02-24 02:53:19 UTC,,,,2024-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOLACE STATION 1,10423 Rainier Ridge Blvd E,In front of leasing office,Puyallup,WA,98374,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.088025,-122.288868,2026-02-24,326352,2026-02-24 02:53:19 UTC,,,,2024-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Whitney's Chevrolet,124 Pioneer Avenue West,,Montesano,WA,98563,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,46.979869847173916,-123.6018506609589,2026-02-24,326611,2026-02-24 00:11:17 UTC,,,,2022-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Dick Hannah Jeep Vancouver,3517 Northeast Auto Mall Drive,,Vancouver,WA,98662,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,45.64788967400161,-122.59647845836666,2026-02-24,326615,2026-02-24 00:46:28 UTC,,,,2024-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WOW CarShare Parking,1140 Columbia Park Trl,,Richland,WA,99352,,509-308-0559,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,,2,,Non-Networked,,GPS,46.2384005000675,-119.236546360665,2024-02-12,326686,2026-02-24 15:58:29 UTC,P,,,2024-01-25,,,,,CHADEMO J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,$0.50 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,LJ HYUNDAI CP SOUTH,7800 Evergreen Way,In front of entrance.,Everett,WA,98203,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,47.927306,-122.224386,2026-02-24,326741,2026-02-24 03:13:02 UTC,,,,2024-01-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DOL WENATCHEE,325 N Chelan Ave,,Wenatchee,WA,98801,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.429018,-120.317749,2026-02-24,326955,2026-02-24 03:02:27 UTC,,,,2024-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ESD EXIT 68 DCFC 4,172 U.S. 12,,Chehalis,WA,98532,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.546501,-122.870577,2026-02-24,326977,2026-02-24 03:10:41 UTC,,,,2024-01-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SRO SRORTC,18300 Redmond Way,Back of the building,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.663266,-122.09647,2026-02-24,326982,2026-02-24 03:12:30 UTC,,,,2024-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SRO SRORTC 2,18300 Redmond Way,Lower Parking Lot,Redmond,WA,98052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.663192,-122.096458,2026-02-24,326983,2026-02-24 03:12:30 UTC,,,,2024-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORAM HEMLOCK 3,1550 121st Ave NE,,Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.622488,-122.177532,2026-02-24,327158,2026-02-24 02:57:33 UTC,,,,2024-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LJ HYUNDAI CP NORTH,7800 Evergreen Way,Right in front of entrance.,Everett,WA,98203,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,47.92732,-122.224279,2026-02-24,327210,2026-02-24 03:13:02 UTC,,,,2024-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HYSHOP CUSTOMER ST,7601 S Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,47.188084,-122.482851,2026-02-24,327544,2026-02-24 03:11:51 UTC,,,,2024-02-06,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
